CSD_ID,Season,County,year_group,count,average_level
405058000000000,Spring,BUFFALO,201,3,107.8633333333333333333333333
404426000000000,Spring,BUFFALO,201,4,8.135
404122000000000,Spring,BUFFALO,201,5,7.116008
08N 15W 06 AAO,Spring,BUFFALO,201,2,17.68
404247000000000,Spring,BUFFALO,201,2,15.785
405111000000000,Spring,BUFFALO,201,5,79.854
405215000000000,Spring,BUFFALO,201,5,83.350008
404625000000000,Spring,BUFFALO,201,10,46.975004
410242000000000,Spring,BUFFALO,201,5,30.254
405032000000000,Spring,BUFFALO,201,5,52.736008
404940000000000,Spring,BUFFALO,201,5,148.926008
405029000000000,Spring,BUFFALO,201,5,124.270008
404559000000000,Spring,BUFFALO,201,5,25.648008
404243000000000,Spring,BUFFALO,201,5,19.67
404645000000000,Spring,BUFFALO,201,5,65.13
404727000000000,Spring,BUFFALO,201,5,71.64
404133000000000,Spring,BUFFALO,201,2,10.95
405541000000000,Spring,BUFFALO,201,5,81.386
405541000000000,Fall,BUFFALO,201,1,87.34
404057000000000,Spring,BUFFALO,201,4,4.9275075
410024000000000,Spring,BUFFALO,201,5,49.642
410024000000000,Fall,BUFFALO,201,1,54.72
405910000000000,Spring,BUFFALO,201,4,70.8300075
405553000000000,Fall,BUFFALO,201,1,73.89
405553000000000,Spring,BUFFALO,201,5,66.01
405642000000000,Spring,BUFFALO,201,5,59.584
405436000000000,Spring,BUFFALO,201,2,60.075
404908000000000,Spring,BUFFALO,201,5,65.87
405052000000000,Spring,BUFFALO,201,5,91.672
405554000000000,Spring,BUFFALO,201,5,51.992008
405501000000000,Spring,BUFFALO,201,5,65.650
405501000000000,Fall,BUFFALO,201,1,68.965
405840000000000,Fall,BUFFALO,201,1,31.98
405840000000000,Spring,BUFFALO,201,5,29.108
410026000000000,Spring,BUFFALO,201,5,91.956
410026000000000,Fall,BUFFALO,201,1,96.06
405302000000000,Spring,BUFFALO,201,2,150.775005
405652000000000,Spring,BUFFALO,201,5,30.004
405325000000000,Spring,BUFFALO,201,5,77.004
410000000000000,Spring,BUFFALO,201,5,11.79
410000000000000,Fall,BUFFALO,201,1,13.97
405300000000000,Spring,BUFFALO,201,5,167.756008
405129000000000,Fall,BUFFALO,201,3,131.8866666666666666666666667
405129000000000,Winter,BUFFALO,201,7,131.11
405129000000000,Spring,BUFFALO,201,9,130.3566666666666666666666667
405129000000000,Summer,BUFFALO,201,8,129.8075
09N 14W 28 AAA,Spring,BUFFALO,201,2,18.185
09N 14W 32 AAB,Spring,BUFFALO,201,2,14.605
09N 14W 33 DDD,Spring,BUFFALO,201,2,6.455
08N 15W 04 BBCB,Spring,BUFFALO,201,2,19.245
08N 17W 06 BDB,Spring,BUFFALO,201,2,12.99
09N 17W 02 CO,Spring,BUFFALO,201,5,81.094
10N 13W 24 DA,Spring,BUFFALO,201,4,28.5925
09N 17W 16 AD,Spring,BUFFALO,201,3,150.6633333333333333333333333
10N 18W 32 BABC,Spring,BUFFALO,201,5,147.694
08N 14W 03 CBB,Spring,BUFFALO,201,4,4.22
08N 14W 04 CBC,Spring,BUFFALO,201,3,5.116666666666666666666666667
8N 14W 15BBC,Spring,BUFFALO,201,1,3.71
09N 14W 20 DDD,Spring,BUFFALO,201,3,18.98333333333333333333333333
404345000000000,Spring,BUFFALO,200,11,28.76545545454545454545454545
404345000000000,Fall,BUFFALO,200,4,30.16
404924000000000,Spring,BUFFALO,200,11,24.08272727272727272727272727
404924000000000,Fall,BUFFALO,200,3,28.00333333333333333333333333
405124000000000,Fall,BUFFALO,200,4,162.8825
405124000000000,Spring,BUFFALO,200,9,159.9011111111111111111111111
404953000000000,Spring,BUFFALO,200,12,126.0341675
404953000000000,Fall,BUFFALO,200,4,134.2025
404138000000000,Fall,BUFFALO,200,4,9.425
404138000000000,Spring,BUFFALO,200,11,9.252727272727272727272727273
404500000000000,Summer,BUFFALO,200,1,149.85
404524000000000,Summer,BUFFALO,200,1,29.02
405044000000000,Spring,BUFFALO,200,8,45.55625
405044000000000,Fall,BUFFALO,200,3,48.63
405637000000000,Fall,BUFFALO,200,4,64.0225
405637000000000,Spring,BUFFALO,200,11,62.34363636363636363636363636
405558000000000,Spring,BUFFALO,200,5,44.904
410018000000000,Fall,BUFFALO,200,4,50.12
410018000000000,Spring,BUFFALO,200,9,45.73333333333333333333333333
410136000000000,Fall,BUFFALO,200,4,23.8875
410136000000000,Spring,BUFFALO,200,10,23.729
403954000000000,Spring,BUFFALO,200,14,9.672142857142857142857142857
403954000000000,Summer,BUFFALO,200,21,10.44476190476190476190476190
403954000000000,Fall,BUFFALO,200,20,10.495
403954000000000,Winter,BUFFALO,200,15,9.622
405545000000000,Spring,BUFFALO,200,11,40.63090909090909090909090909
405545000000000,Fall,BUFFALO,200,4,43.5025
404336000000000,Spring,BUFFALO,200,11,133.1981818181818181818181818
404336000000000,Fall,BUFFALO,200,4,136.9275
404520000000000,Spring,BUFFALO,200,11,50.96090909090909090909090909
404520000000000,Fall,BUFFALO,200,4,49.5425
405203000000000,Spring,BUFFALO,200,8,29.265
405203000000000,Fall,BUFFALO,200,3,32.55
404016000000000,Spring,BUFFALO,200,5,8.39
404016000000000,Fall,BUFFALO,200,1,7.68
404423000000000,Spring,BUFFALO,200,11,13.36454454545454545454545455
404423000000000,Fall,BUFFALO,200,4,11.7625
404951000000000,Spring,BUFFALO,200,7,40.26428571428571428571428571
404951000000000,Fall,BUFFALO,200,2,42.825
404436000000000,Spring,BUFFALO,200,11,18.19636363636363636363636364
404436000000000,Fall,BUFFALO,200,4,17.915
404618000000000,Spring,BUFFALO,200,24,21.14333333333333333333333333
404618000000000,Summer,BUFFALO,200,26,20.70923076923076923076923077
404618000000000,Fall,BUFFALO,200,23,22.83347826086956521739130435
404618000000000,Winter,BUFFALO,200,25,22.2084
404205000000000,Spring,BUFFALO,200,11,16.56272818181818181818181818
404205000000000,Fall,BUFFALO,200,4,16.125
405538000000000,Spring,BUFFALO,200,11,109.8481818181818181818181818
405538000000000,Fall,BUFFALO,200,4,112.0125
405604000000000,Spring,BUFFALO,200,9,46.09777777777777777777777778
405604000000000,Fall,BUFFALO,200,4,47.8025
404650000000000,Spring,BUFFALO,200,11,15.10091
404650000000000,Fall,BUFFALO,200,4,14.43
404901000000000,Spring,BUFFALO,200,21,87.17904761904761904761904762
404901000000000,Fall,BUFFALO,200,8,94.77875
405656000000000,Spring,BUFFALO,200,10,59.675
405656000000000,Fall,BUFFALO,200,2,65.32
404334000000000,Summer,BUFFALO,200,6,10.38666666666666666666666667
404334000000000,Spring,BUFFALO,200,20,11.365
404334000000000,Fall,BUFFALO,200,9,12.87555555555555555555555556
404334000000000,Winter,BUFFALO,200,3,12.30333333333333333333333333
404051000000000,Spring,BUFFALO,200,11,14.91636454545454545454545455
404051000000000,Fall,BUFFALO,200,4,14.1925
404235000000000,Spring,BUFFALO,200,13,16.22307692307692307692307692
404235000000000,Fall,BUFFALO,200,4,17.6825
405403000000000,Fall,BUFFALO,200,4,185.825
405403000000000,Spring,BUFFALO,200,12,181.0766666666666666666666667
404949000000000,Spring,BUFFALO,200,9,32.39444444444444444444444444
404949000000000,Fall,BUFFALO,200,3,35.36333333333333333333333333
404146000000000,Spring,BUFFALO,200,11,11.36091
404146000000000,Fall,BUFFALO,200,4,10.595
404218000000000,Spring,BUFFALO,200,13,9.706153846153846153846153846
404218000000000,Fall,BUFFALO,200,5,9.65
404218000000000,Winter,BUFFALO,200,3,9.84
404218000000000,Summer,BUFFALO,200,6,8.678333333333333333333333333
405322000000000,Spring,BUFFALO,200,11,32.91454545454545454545454545
405322000000000,Fall,BUFFALO,200,4,35.225
405137000000000,Spring,BUFFALO,200,45,144.664
405137000000000,Summer,BUFFALO,200,28,131.5575
405137000000000,Fall,BUFFALO,200,29,142.2431034482758620689655172
405137000000000,Winter,BUFFALO,200,25,130.8824
405939000000000,Spring,BUFFALO,200,10,29.552
404755000000000,Fall,BUFFALO,200,4,25.0725
404755000000000,Spring,BUFFALO,200,11,23.80181818181818181818181818
404611000000000,Fall,BUFFALO,200,4,138.5225
404611000000000,Spring,BUFFALO,200,12,138.61
404532000000000,Spring,BUFFALO,200,2,95.925
405058000000000,Fall,BUFFALO,200,3,106.8133333333333333333333333
405058000000000,Spring,BUFFALO,200,8,104.375
405058000000000,Winter,BUFFALO,200,1,110.96
404426000000000,Fall,BUFFALO,200,4,9.2875
404426000000000,Spring,BUFFALO,200,11,9.443636363636363636363636364
404122000000000,Fall,BUFFALO,200,4,6.20
404122000000000,Spring,BUFFALO,200,11,6.927273636363636363636363636
08N 15W 06 AAO,Spring,BUFFALO,200,7,18.57428571428571428571428571
08N 15W 06 AAO,Fall,BUFFALO,200,2,16.62
404247000000000,Spring,BUFFALO,200,3,15.06333333333333333333333333
404247000000000,Fall,BUFFALO,200,4,15.2375
404229000000000,Spring,BUFFALO,200,5,9.166
405111000000000,Fall,BUFFALO,200,4,81.5425
405111000000000,Spring,BUFFALO,200,10,78.544
405215000000000,Fall,BUFFALO,200,4,84.2625
405215000000000,Spring,BUFFALO,200,12,80.6216675
404756000000000,Fall,BUFFALO,200,3,98.90
404756000000000,Spring,BUFFALO,200,12,104.2641666666666666666666667
404625000000000,Spring,BUFFALO,200,22,47.74727318181818181818181818
404625000000000,Fall,BUFFALO,200,8,52.37375
410242000000000,Spring,BUFFALO,200,10,30.739
405032000000000,Fall,BUFFALO,200,4,54.4275
405032000000000,Spring,BUFFALO,200,10,51.055001
404940000000000,Fall,BUFFALO,200,4,154.34
404940000000000,Spring,BUFFALO,200,12,144.9700008333333333333333333
405029000000000,Spring,BUFFALO,200,11,121.52091
405029000000000,Fall,BUFFALO,200,4,127.535
404559000000000,Spring,BUFFALO,200,10,25.234001
404559000000000,Fall,BUFFALO,200,4,27.765
404243000000000,Spring,BUFFALO,200,11,19.98181818181818181818181818
404243000000000,Fall,BUFFALO,200,4,19.22
404704000000000,Spring,BUFFALO,200,6,152.2633333333333333333333333
404645000000000,Fall,BUFFALO,200,4,68.94
404645000000000,Spring,BUFFALO,200,11,64.47545454545454545454545455
404727000000000,Spring,BUFFALO,200,11,72.27818181818181818181818182
404727000000000,Fall,BUFFALO,200,4,79.29
404133000000000,Spring,BUFFALO,200,3,11.59
404133000000000,Fall,BUFFALO,200,3,12.84333333333333333333333333
405541000000000,Spring,BUFFALO,200,10,82.73
405541000000000,Fall,BUFFALO,200,4,87.39
404057000000000,Fall,BUFFALO,200,4,6.3925
404057000000000,Spring,BUFFALO,200,10,5.862001
410024000000000,Spring,BUFFALO,200,10,51.739
410024000000000,Fall,BUFFALO,200,4,53.535
405910000000000,Spring,BUFFALO,200,9,67.86888888888888888888888889
405910000000000,Fall,BUFFALO,200,2,71.215
405553000000000,Fall,BUFFALO,200,4,73.0025
405553000000000,Spring,BUFFALO,200,10,69.566
405420000000000,Fall,BUFFALO,200,3,85.63
405420000000000,Spring,BUFFALO,200,10,83.092
405642000000000,Spring,BUFFALO,200,10,63.588
405722000000000,Fall,BUFFALO,200,3,110.3066666666666666666666667
405722000000000,Spring,BUFFALO,200,10,106.059
404134000000000,Summer,BUFFALO,200,1,9.28
404134000000000,Fall,BUFFALO,200,1,9.21
404134000000000,Spring,BUFFALO,200,2,9.91
405436000000000,Spring,BUFFALO,200,10,59.513
404908000000000,Spring,BUFFALO,200,8,64.08
404908000000000,Fall,BUFFALO,200,4,68.325
405052000000000,Spring,BUFFALO,200,11,88.16363636363636363636363636
405052000000000,Fall,BUFFALO,200,4,92.925
405554000000000,Fall,BUFFALO,200,4,53.6025
405554000000000,Spring,BUFFALO,200,11,49.99727363636363636363636364
405501000000000,Spring,BUFFALO,200,10,62.702
405501000000000,Fall,BUFFALO,200,3,66.24
405840000000000,Fall,BUFFALO,200,4,32.7625
405840000000000,Spring,BUFFALO,200,11,31.03909090909090909090909091
410026000000000,Spring,BUFFALO,200,10,91.075
410026000000000,Fall,BUFFALO,200,4,93.3625
405443000000000,Spring,BUFFALO,200,5,73.438
405302000000000,Fall,BUFFALO,200,2,147.745
405302000000000,Spring,BUFFALO,200,12,144.2175008333333333333333333
405626000000000,Spring,BUFFALO,200,7,71.24857142857142857142857143
405800000000000,Spring,BUFFALO,200,9,136.9088888888888888888888889
405652000000000,Spring,BUFFALO,200,11,31.57181818181818181818181818
405652000000000,Fall,BUFFALO,200,4,33.5275
405325000000000,Spring,BUFFALO,200,11,73.77090909090909090909090909
405325000000000,Fall,BUFFALO,200,2,78.185
404156000000000,Spring,BUFFALO,200,5,5.376
410000000000000,Spring,BUFFALO,200,10,11.348
410000000000000,Fall,BUFFALO,200,4,13.0125
405300000000000,Spring,BUFFALO,200,12,164.4641675
405300000000000,Fall,BUFFALO,200,3,167.6233333333333333333333333
405236000000000,Spring,BUFFALO,200,10,132.299
405236000000000,Fall,BUFFALO,200,2,137.00
405129000000000,Fall,BUFFALO,200,22,133.3509090909090909090909091
405129000000000,Winter,BUFFALO,200,26,130.5119230769230769230769231
405129000000000,Spring,BUFFALO,200,24,128.5570833333333333333333333
405129000000000,Summer,BUFFALO,200,26,131.2169230769230769230769231
09N 14W 28 AAA,Fall,BUFFALO,200,4,17.675
09N 14W 28 AAA,Spring,BUFFALO,200,3,17.31333333333333333333333333
09N 14W 32 AAB,Fall,BUFFALO,200,3,15.84666666666666666666666667
09N 14W 32 AAB,Spring,BUFFALO,200,3,13.97666666666666666666666667
09N 14W 33 DDD,Fall,BUFFALO,200,4,7.675
09N 14W 33 DDD,Spring,BUFFALO,200,3,6.70
403944000000000,Spring,BUFFALO,200,3,7.206666666666666666666666667
403944000000000,Fall,BUFFALO,200,4,8.9525
404341000000000,Fall,BUFFALO,200,1,16.58
404264000000000,Spring,BUFFALO,200,8,13.56
410012000000000,Summer,BUFFALO,200,1,29
410012000000000,Fall,BUFFALO,200,1,36.65
08N 15W 04 BBCB,Spring,BUFFALO,200,8,20.0275
08N 15W 04 BBCB,Fall,BUFFALO,200,2,19.675
08N 17W 06 BDB,Spring,BUFFALO,200,8,13.89625
08N 17W 06 BDB,Fall,BUFFALO,200,2,11.675
09N 17W 02 CO,Spring,BUFFALO,200,6,81.42833333333333333333333333
09N 17W 02 CO,Winter,BUFFALO,200,1,80.81
10N 13W 24 DA,Spring,BUFFALO,200,8,31.61875
10N 13W 24 DA,Fall,BUFFALO,200,1,31.9
09N 17W 16 AD,Spring,BUFFALO,200,6,149.135
09N 17W 16 AD,Fall,BUFFALO,200,1,149.48
10N 13W 16DCCB,Spring,BUFFALO,200,2,45.88
10N 18W 32 BABC,Spring,BUFFALO,200,5,148.35
10N 18W 32 BABC,Fall,BUFFALO,200,2,149.71
9N 18W 32BBC,Spring,BUFFALO,200,1,11.99
08N 14W 03 CBB,Spring,BUFFALO,200,3,4.503333333333333333333333333
08N 14W 03 CBB,Fall,BUFFALO,200,1,5.2
08N 14W 04 CBC,Spring,BUFFALO,200,3,4.79
08N 14W 04 CBC,Fall,BUFFALO,200,1,5.9
8N 14W 15BBC,Spring,BUFFALO,200,2,3.275
8N 14W 15BBC,Fall,BUFFALO,200,2,4.125
09N 14W 20 DDD,Fall,BUFFALO,200,2,15.73
09N 14W 20 DDD,Spring,BUFFALO,200,1,13.27
404345000000000,Spring,BUFFALO,199,10,27.001
404345000000000,Fall,BUFFALO,199,8,28.54125
404606000000000,Spring,BUFFALO,199,2,17.83
404606000000000,Fall,BUFFALO,199,4,20.8375
404606000000000,Summer,BUFFALO,199,5,15.98
404924000000000,Spring,BUFFALO,199,10,20.013
404924000000000,Fall,BUFFALO,199,8,22.00
404248000000000,Fall,BUFFALO,199,1,18.38
404248000000000,Spring,BUFFALO,199,1,16.35
404311000000000,Fall,BUFFALO,199,2,7.715
404311000000000,Spring,BUFFALO,199,1,5.92
404311000000000,Summer,BUFFALO,199,2,4.445
404612000000000,Fall,BUFFALO,199,4,18.6825
404612000000000,Spring,BUFFALO,199,2,17.01
404612000000000,Summer,BUFFALO,199,5,15.07
404349000000000,Fall,BUFFALO,199,3,14.00333333333333333333333333
404349000000000,Spring,BUFFALO,199,2,12.18
404349000000000,Summer,BUFFALO,199,4,10.2975
404446000000000,Fall,BUFFALO,199,1,25.16
404446000000000,Spring,BUFFALO,199,1,23.69
404528000000000,Fall,BUFFALO,199,2,25.69
404528000000000,Spring,BUFFALO,199,1,21.15
404528000000000,Summer,BUFFALO,199,2,19.255
404619000000000,Fall,BUFFALO,199,4,20.8375
404619000000000,Winter,BUFFALO,199,2,10.48
404619000000000,Spring,BUFFALO,199,2,18.125
404619000000000,Summer,BUFFALO,199,5,16.49
405124000000000,Fall,BUFFALO,199,8,152.67875
405124000000000,Spring,BUFFALO,199,10,151.443
404550000000000,Spring,BUFFALO,199,1,16.83
404550000000000,Summer,BUFFALO,199,2,15.11
404550000000000,Fall,BUFFALO,199,2,21.35
404540000000000,Summer,BUFFALO,199,5,15.808
404540000000000,Fall,BUFFALO,199,4,22.015
404540000000000,Spring,BUFFALO,199,2,18.00
404953000000000,Spring,BUFFALO,199,10,118.90
404953000000000,Fall,BUFFALO,199,8,122.90125
404006000000000,Summer,BUFFALO,199,10,5.482
404006000000000,Fall,BUFFALO,199,14,5.610714285714285714285714286
404138000000000,Fall,BUFFALO,199,8,10.32
404138000000000,Spring,BUFFALO,199,10,8.772
404500000000000,Summer,BUFFALO,199,1,152
404638000000000,Fall,BUFFALO,199,1,70.27
404217000000000,Fall,BUFFALO,199,1,3.05
404217000000000,Winter,BUFFALO,199,3,2.043333333333333333333333333
404217000000000,Spring,BUFFALO,199,5,2.602
404858000000000,Fall,BUFFALO,199,1,27.6
404858000000000,Spring,BUFFALO,199,1,27.75
404524000000000,Spring,BUFFALO,199,1,22
405044000000000,Spring,BUFFALO,199,2,40.96
405044000000000,Fall,BUFFALO,199,1,44.17
404252000000000,Fall,BUFFALO,199,2,7.13
404252000000000,Spring,BUFFALO,199,1,5.39
404252000000000,Summer,BUFFALO,199,2,4.425
405637000000000,Fall,BUFFALO,199,8,59.235
405637000000000,Spring,BUFFALO,199,10,56.817
405558000000000,Spring,BUFFALO,199,10,40.328
405558000000000,Fall,BUFFALO,199,8,41.20125
404007000000000,Summer,BUFFALO,199,1,7.82
410018000000000,Fall,BUFFALO,199,8,43.6025
410018000000000,Spring,BUFFALO,199,8,41.07
410018000000000,Summer,BUFFALO,199,2,40.73
410136000000000,Fall,BUFFALO,199,8,23.05625
410136000000000,Spring,BUFFALO,199,8,22.69125
410136000000000,Summer,BUFFALO,199,2,22.00
404209000000000,Winter,BUFFALO,199,2,1.90
404209000000000,Fall,BUFFALO,199,6,4.05
404705000000000,Summer,BUFFALO,199,2,17.545
404705000000000,Spring,BUFFALO,199,1,18.92
404705000000000,Fall,BUFFALO,199,2,20.83
404258000000000,Spring,BUFFALO,199,1,5.92
404258000000000,Summer,BUFFALO,199,2,4.47
404258000000000,Fall,BUFFALO,199,1,8.88
403954000000000,Summer,BUFFALO,199,2,6.96
403954000000000,Fall,BUFFALO,199,3,8.606666666666666666666666667
405545000000000,Spring,BUFFALO,199,11,37.97090909090909090909090909
405545000000000,Fall,BUFFALO,199,8,40.57
404336000000000,Spring,BUFFALO,199,11,122.1454545454545454545454545
404336000000000,Summer,BUFFALO,199,2,3.74
404336000000000,Fall,BUFFALO,199,10,109.807
404520000000000,Spring,BUFFALO,199,10,40.203
404520000000000,Fall,BUFFALO,199,8,41.4125
404655000000000,Spring,BUFFALO,199,1,20.33
404655000000000,Summer,BUFFALO,199,3,18.75
404655000000000,Fall,BUFFALO,199,2,21.05
405203000000000,Spring,BUFFALO,199,10,27.178
405203000000000,Fall,BUFFALO,199,8,28.91375
404118000000000,Spring,BUFFALO,199,10,11.519
404118000000000,Fall,BUFFALO,199,8,10.98375
404200000000000,Spring,BUFFALO,199,1,14.07
404200000000000,Fall,BUFFALO,199,1,10.98
404423000000000,Spring,BUFFALO,199,10,11.198
404423000000000,Fall,BUFFALO,199,8,12.93875
404951000000000,Spring,BUFFALO,199,2,33.645
404951000000000,Fall,BUFFALO,199,1,41
404436000000000,Spring,BUFFALO,199,13,16.97076923076923076923076923
404436000000000,Summer,BUFFALO,199,4,16.7725
404436000000000,Fall,BUFFALO,199,12,20.14583333333333333333333333
404436000000000,Winter,BUFFALO,199,2,14.035
404618000000000,Spring,BUFFALO,199,81,20.45074074074074074074074074
404618000000000,Summer,BUFFALO,199,82,21.35853658536585365853658537
404618000000000,Fall,BUFFALO,199,75,21.79693333333333333333333333
404618000000000,Winter,BUFFALO,199,82,21.11292682926829268292682927
404205000000000,Summer,BUFFALO,199,1,5.86
404205000000000,Spring,BUFFALO,199,6,13.82166666666666666666666667
404205000000000,Fall,BUFFALO,199,4,15.24
405538000000000,Summer,BUFFALO,199,2,102.78
405538000000000,Spring,BUFFALO,199,8,105.775
405538000000000,Fall,BUFFALO,199,7,106.7528571428571428571428571
405604000000000,Spring,BUFFALO,199,1,41.52
404650000000000,Spring,BUFFALO,199,10,12.485
404650000000000,Fall,BUFFALO,199,8,13.74
404901000000000,Spring,BUFFALO,199,20,81.9265
404901000000000,Fall,BUFFALO,199,16,84.4475
405656000000000,Spring,BUFFALO,199,10,56.993
405656000000000,Fall,BUFFALO,199,8,58.92625
404334000000000,Summer,BUFFALO,199,5,8.982
404334000000000,Spring,BUFFALO,199,16,9.33125
404334000000000,Fall,BUFFALO,199,11,10.27
404334000000000,Winter,BUFFALO,199,5,10.59
404051000000000,Spring,BUFFALO,199,10,13.05
404051000000000,Fall,BUFFALO,199,8,13.79
404235000000000,Spring,BUFFALO,199,20,13.871
404235000000000,Fall,BUFFALO,199,16,15.73125
404629000000000,Summer,BUFFALO,199,8,18.05875
404629000000000,Fall,BUFFALO,199,6,21.38666666666666666666666667
404629000000000,Spring,BUFFALO,199,3,19.59
405403000000000,Fall,BUFFALO,199,8,181.68625
405403000000000,Spring,BUFFALO,199,10,179.451
404441000000000,Fall,BUFFALO,199,2,21.1
404441000000000,Summer,BUFFALO,199,3,15.81666666666666666666666667
404441000000000,Spring,BUFFALO,199,1,17.87
404616000000000,Winter,BUFFALO,199,2,11.425
404949000000000,Spring,BUFFALO,199,10,30.158
404949000000000,Fall,BUFFALO,199,8,31.08875
404146000000000,Spring,BUFFALO,199,10,11.037
404146000000000,Fall,BUFFALO,199,8,12.3325
404218000000000,Spring,BUFFALO,199,5,8.76
404218000000000,Fall,BUFFALO,199,3,8.933333333333333333333333333
404218000000000,Winter,BUFFALO,199,4,7.725
404218000000000,Summer,BUFFALO,199,5,7.812
404327000000000,Spring,BUFFALO,199,1,13.04
405322000000000,Spring,BUFFALO,199,10,30.49
405322000000000,Fall,BUFFALO,199,8,32.09125
404129000000000,Spring,BUFFALO,199,1,13.7
404129000000000,Fall,BUFFALO,199,1,14.76
405137000000000,Spring,BUFFALO,199,86,129.8622093023255813953488372
405137000000000,Summer,BUFFALO,199,76,124.6546052631578947368421053
405137000000000,Fall,BUFFALO,199,102,131.1603921568627450980392157
405137000000000,Winter,BUFFALO,199,71,123.25
404648000000000,Summer,BUFFALO,199,2,16.525
404648000000000,Fall,BUFFALO,199,2,19.81
404648000000000,Spring,BUFFALO,199,1,17.88
405939000000000,Fall,BUFFALO,199,6,27.455
405939000000000,Spring,BUFFALO,199,5,25.08
405547000000000,Spring,BUFFALO,199,1,127.12
405547000000000,Fall,BUFFALO,199,1,127.72
404742000000000,Spring,BUFFALO,199,8,34.55625
404742000000000,Fall,BUFFALO,199,7,36.21857142857142857142857143
404755000000000,Fall,BUFFALO,199,8,24.2325
404755000000000,Spring,BUFFALO,199,10,20.368
404344000000000,Summer,BUFFALO,199,2,8.045
404344000000000,Spring,BUFFALO,199,3,96.64
404344000000000,Fall,BUFFALO,199,4,76.45
404347000000000,Fall,BUFFALO,199,1,21.06
404347000000000,Spring,BUFFALO,199,1,18.53
404357000000000,Summer,BUFFALO,199,2,7.455
404357000000000,Spring,BUFFALO,199,1,9.8
404357000000000,Fall,BUFFALO,199,2,12.965
404449000000000,Fall,BUFFALO,199,1,39.29
404449000000000,Spring,BUFFALO,199,1,34.09
404410000000000,Summer,BUFFALO,199,4,12.74
404410000000000,Fall,BUFFALO,199,4,19.44
404410000000000,Spring,BUFFALO,199,2,15.33
404558000000000,Summer,BUFFALO,199,2,17.56
404558000000000,Fall,BUFFALO,199,2,22.15
404558000000000,Spring,BUFFALO,199,1,18.88
404611000000000,Fall,BUFFALO,199,8,138.32625
404611000000000,Spring,BUFFALO,199,10,137.032
404532000000000,Fall,BUFFALO,199,8,98.87625
404532000000000,Spring,BUFFALO,199,10,97.894
405058000000000,Fall,BUFFALO,199,8,102.005
405058000000000,Spring,BUFFALO,199,10,100.713
404426000000000,Fall,BUFFALO,199,8,9.795
404426000000000,Spring,BUFFALO,199,10,7.743
404502000000000,Spring,BUFFALO,199,1,30.8
404122000000000,Fall,BUFFALO,199,8,8.04
404122000000000,Spring,BUFFALO,199,10,7.389
404543000000000,Summer,BUFFALO,199,4,17.0475
404543000000000,Fall,BUFFALO,199,4,23.17
404543000000000,Spring,BUFFALO,199,2,18.285
404530000000000,Summer,BUFFALO,199,5,15.926
404530000000000,Fall,BUFFALO,199,4,22.0475
404530000000000,Spring,BUFFALO,199,2,17.90
404402000000000,Summer,BUFFALO,199,3,4.413333333333333333333333333
404402000000000,Fall,BUFFALO,199,1,8.24
404402000000000,Spring,BUFFALO,199,1,5.96
